Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count
Andy Irving,sct SCO,West Ham,MF,24-349,10.0,1.0,166.0,0.0,0.0,2.0,0.0,0.1,0.2,0.0,9.0,4.0,0.0,0.0,0.06,0.13,N/a,N/a,N/a,N/a,50.0,1.08,0.0,26.2,124.0,87.9,1705.0,95.3,83.7,1.0,14.0,1.0,1.0,9.0,5.0,2.68,0.0,0.0,7.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,150.0,7.0,37.0,89.0,24.0,0.0,1.0,100.0,0.0,73.0,137.0,0.0,1.0,0.0,1.0,3.0,104.0,4.0,6.0,1.0,0.0,2.0,10.0,1.0,50.0,72
Anthony Elanga,se SWE,Nott'ham Forest,FW,23-000,33.0,26.0,2052.0,6.0,9.0,1.0,0.0,3.9,4.4,79.0,47.0,164.0,0.26,0.39,0.17,0.19,N/a,N/a,N/a,N/a,45.7,0.7,0.17,16.8,652.0,65.3,6133.0,84.1,63.2,40.0,26.0,23.0,7.0,47.0,82.0,3.6,14.0,0.61,17.0,12.0,16.0,33.0,9.0,1.0,8.0,5.0,900.0,29.0,124.0,259.0,533.0,86.0,73.0,30.1,46.6,468.0,2071.0,79.0,41.0,36.0,65.0,35.0,592.0,164.0,7.0,32.0,13.0,142.0,79.0,22.0,40.0,72
Anthony Gordon,eng ENG,Newcastle Utd,FW,24-062,30.0,25.0,2200.0,6.0,5.0,2.0,0.0,8.0,4.9,110.0,92.0,194.0,0.25,0.2,0.33,0.2,N/a,N/a,N/a,N/a,29.1,0.65,0.09,16.6,904.0,73.1,10125.0,86.1,77.7,50.0,59.0,50.0,16.0,92.0,98.0,4.01,12.0,0.49,31.0,17.0,34.0,7.0,24.0,2.0,22.0,6.0,1165.0,16.0,115.0,439.0,630.0,123.0,96.0,36.5,46.9,750.0,3016.0,110.0,56.0,55.0,28.0,35.0,839.0,194.0,19.0,62.0,8.0,120.0,92.0,5.0,41.7,72
Antoine Semenyo,gh GHA,Bournemouth,FW,25-110,32.0,32.0,2823.0,8.0,4.0,9.0,0.0,9.1,5.7,132.0,103.0,258.0,0.26,0.13,0.29,0.18,N/a,N/a,N/a,N/a,31.0,1.15,0.07,17.2,972.0,73.4,10210.0,85.0,76.7,44.0,47.0,44.0,8.0,103.0,121.0,3.86,12.0,0.38,51.0,33.0,40.0,71.0,55.0,7.0,48.0,8.0,1448.0,41.0,174.0,504.0,802.0,174.0,122.0,52.5,40.2,875.0,3299.0,132.0,64.0,64.0,75.0,69.0,1012.0,258.0,64.0,36.0,14.0,52.0,142.0,60.0,45.8,72
Antonee Robinson,us USA,Fulham,DF,27-262,33.0,32.0,2899.0,0.0,10.0,8.0,0.0,0.7,4.1,110.0,120.0,257.0,0.0,0.31,0.02,0.13,N/a,N/a,N/a,N/a,12.5,0.06,0.0,22.1,1936.0,76.5,25356.0,86.5,78.9,41.0,109.0,50.0,26.0,120.0,74.0,2.3,11.0,0.34,84.0,56.0,86.0,25.0,36.0,6.0,30.0,56.0,2339.0,121.0,741.0,893.0,739.0,65.0,75.0,44.0,41.3,1252.0,3937.0,110.0,59.0,29.0,40.0,18.0,1402.0,257.0,30.0,17.0,6.0,158.0,142.0,45.0,64.3,72
Antony,br BRA,Manchester Utd,"DF,MF",25-062,8.0,0.0,141.0,0.0,0.0,0.0,0.0,1.0,0.1,5.0,6.0,7.0,0.0,0.0,0.65,0.08,N/a,N/a,N/a,N/a,50.0,1.91,0.0,15.8,69.0,81.2,688.0,88.2,64.3,3.0,1.0,5.0,2.0,6.0,8.0,5.11,0.0,0.0,6.0,3.0,5.0,1.0,2.0,0.0,2.0,2.0,101.0,2.0,22.0,26.0,54.0,8.0,11.0,36.4,54.5,60.0,182.0,5.0,6.0,1.0,5.0,1.0,69.0,7.0,2.0,5.0,0.0,5.0,11.0,0.0,0.0,72
Antonín Kinský,cz CZE,Tottenham,GK,22-045,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.02,1.75,56.3,25.0,N/a,N/a,0.0,N/a,N/a,145.0,80.0,2699.0,100.0,96.1,1.0,2.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,134.0,154.0,2.0,0.0,0.0,0.0,N/a,N/a,97.0,267.0,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,100.0,70
Archie Gray,eng ENG,Tottenham,"DF,MF",19-046,23.0,14.0,1346.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,31.0,15.0,0.0,0.0,0.0,0.01,N/a,N/a,N/a,N/a,100.0,0.07,0.0,24.6,1014.0,88.8,15780.0,92.5,93.0,2.0,37.0,0.0,0.0,31.0,5.0,0.33,0.0,0.0,12.0,6.0,16.0,8.0,19.0,10.0,9.0,10.0,1117.0,133.0,542.0,507.0,78.0,2.0,9.0,44.4,44.4,788.0,1492.0,5.0,5.0,0.0,7.0,10.0,849.0,15.0,9.0,11.0,0.0,12.0,56.0,9.0,52.9,72
Arijanet Muric,xk KVX,Ipswich Town,GK,26-171,18.0,18.0,1620.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.83,70.0,5.6,0.0,N/a,0.0,N/a,N/a,633.0,71.7,11705.0,100.0,97.3,0.0,14.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,689.0,559.0,672.0,18.0,0.0,0.0,0.0,N/a,N/a,405.0,1178.0,0.0,0.0,0.0,3.0,1.0,321.0,0.0,0.0,4.0,0.0,0.0,26.0,11.0,91.7,71
Armando Broja,al ALB,Everton,FW,23-229,10.0,4.0,334.0,0.0,0.0,1.0,0.0,0.1,0.2,12.0,2.0,26.0,0.0,0.0,0.03,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.0,17.3,73.0,72.6,594.0,77.8,83.3,4.0,3.0,0.0,0.0,2.0,7.0,1.89,0.0,0.0,3.0,1.0,0.0,21.0,3.0,0.0,3.0,1.0,127.0,4.0,14.0,47.0,72.0,18.0,16.0,50.0,43.8,64.0,281.0,12.0,8.0,3.0,16.0,13.0,94.0,26.0,6.0,4.0,3.0,1.0,9.0,18.0,46.2,72
Armel Bella Kotchap,de GER,Southampton,DF,23-137,4.0,2.0,331.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.0,0.0,0.0,0.0,0.09,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,9.1,224.0,90.2,3829.0,98.5,96.7,0.0,6.0,0.0,0.0,5.0,2.0,0.54,0.0,0.0,7.0,5.0,6.0,5.0,2.0,2.0,0.0,5.0,263.0,33.0,147.0,115.0,3.0,1.0,1.0,0.0,100.0,186.0,326.0,0.0,0.0,0.0,1.0,0.0,192.0,0.0,3.0,2.0,0.0,0.0,19.0,6.0,54.5,72
Ashley Young,eng ENG,Everton,"DF,FW",39-292,28.0,17.0,1613.0,1.0,3.0,6.0,1.0,0.3,1.6,20.0,82.0,26.0,0.06,0.17,0.01,0.09,N/a,N/a,N/a,N/a,50.0,0.17,0.17,24.5,866.0,70.0,11151.0,87.9,76.1,19.0,71.0,18.0,9.0,82.0,37.0,2.06,6.0,0.33,50.0,28.0,50.0,10.0,10.0,3.0,7.0,23.0,1034.0,51.0,314.0,448.0,277.0,9.0,14.0,35.7,50.0,409.0,1210.0,20.0,24.0,1.0,8.0,1.0,528.0,26.0,24.0,17.0,0.0,64.0,61.0,10.0,50.0,72
Axel Disasi,fr FRA,Chelsea,DF,27-047,6.0,4.0,364.0,1.0,0.0,1.0,0.0,0.3,0.1,6.0,16.0,2.0,0.25,0.0,0.07,0.02,N/a,N/a,N/a,N/a,50.0,0.25,0.5,12.3,293.0,90.8,4218.0,94.4,92.9,2.0,20.0,2.0,0.0,16.0,2.0,0.49,0.0,0.0,7.0,4.0,11.0,2.0,4.0,1.0,3.0,2.0,323.0,17.0,110.0,175.0,40.0,2.0,1.0,100.0,0.0,196.0,519.0,6.0,3.0,0.0,1.0,3.0,242.0,2.0,2.0,0.0,0.0,0.0,15.0,5.0,71.4,72
Axel Tuanzebe,cd COD,Ipswich Town,DF,27-164,18.0,17.0,1445.0,0.0,1.0,5.0,1.0,0.2,0.3,9.0,45.0,8.0,0.0,0.06,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,15.7,644.0,83.1,8240.0,91.0,81.8,4.0,49.0,2.0,0.0,45.0,11.0,0.68,2.0,0.12,29.0,17.0,24.0,16.0,18.0,9.0,9.0,21.0,789.0,89.0,343.0,347.0,105.0,6.0,10.0,40.0,60.0,338.0,724.0,9.0,6.0,1.0,11.0,1.0,407.0,8.0,12.0,11.0,0.0,6.0,43.0,15.0,48.4,72
Ayden Heaven,eng ENG,Manchester Utd,DF,18-217,2.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,49.0,81.6,695.0,82.4,88.9,0.0,2.0,0.0,0.0,2.0,2.0,1.89,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,67.0,21.0,42.0,23.0,3.0,1.0,2.0,100.0,0.0,42.0,122.0,1.0,1.0,0.0,2.0,1.0,40.0,1.0,2.0,3.0,0.0,0.0,4.0,1.0,33.3,69
Bart Verbruggen,nl NED,Brighton,GK,22-252,32.0,32.0,2880.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.0,0.0,1.69,63.3,18.8,0.0,N/a,0.0,N/a,N/a,1178.0,78.0,21714.0,99.2,98.2,1.0,17.0,1.0,0.0,2.0,5.0,0.16,1.0,0.03,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1258.0,999.0,1245.0,13.0,0.0,0.0,2.0,100.0,0.0,849.0,1576.0,0.0,1.0,1.0,2.0,0.0,814.0,0.0,0.0,2.0,0.0,0.0,58.0,10.0,90.9,73
Ben Brereton,cl CHI,Southampton,FW,26-009,10.0,4.0,449.0,0.0,0.0,1.0,0.0,0.9,0.1,12.0,9.0,42.0,0.0,0.0,0.18,0.02,N/a,N/a,N/a,N/a,9.1,0.2,0.0,17.3,166.0,77.1,1836.0,87.4,67.9,3.0,9.0,2.0,1.0,9.0,9.0,1.8,0.0,0.0,3.0,2.0,9.0,7.0,2.0,1.0,1.0,0.0,206.0,4.0,19.0,76.0,112.0,20.0,4.0,25.0,50.0,136.0,394.0,12.0,13.0,4.0,9.0,4.0,171.0,42.0,4.0,8.0,1.0,5.0,16.0,9.0,56.3,72
Ben Chilwell,eng ENG,Crystal Palace,DF,28-127,6.0,0.0,139.0,0.0,0.0,1.0,0.0,0.1,0.2,2.0,3.0,10.0,0.0,0.0,0.05,0.13,N/a,N/a,N/a,N/a,50.0,0.65,0.0,27.6,69.0,65.2,618.0,83.9,64.0,2.0,4.0,2.0,0.0,3.0,3.0,1.93,0.0,0.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,98.0,6.0,35.0,43.0,25.0,1.0,5.0,40.0,40.0,39.0,146.0,2.0,1.0,0.0,2.0,2.0,42.0,10.0,2.0,2.0,2.0,3.0,12.0,3.0,50.0,72
Ben Davies,wls WAL,Tottenham,DF,32-003,12.0,10.0,946.0,0.0,0.0,3.0,0.0,0.3,0.2,13.0,48.0,6.0,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,20.0,0.1,0.0,17.0,782.0,90.0,13176.0,93.4,94.7,2.0,40.0,2.0,0.0,48.0,8.0,0.76,0.0,0.0,13.0,9.0,13.0,33.0,18.0,11.0,7.0,10.0,901.0,148.0,458.0,400.0,43.0,12.0,1.0,100.0,0.0,528.0,1576.0,13.0,9.0,0.0,4.0,0.0,618.0,6.0,11.0,4.0,0.0,4.0,31.0,41.0,55.4,72
Ben Godfrey,eng ENG,Ipswich Town,DF,27-102,3.0,2.0,159.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,57.0,82.5,657.0,90.9,88.9,0.0,5.0,1.0,0.0,4.0,1.0,0.57,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,68.0,5.0,26.0,33.0,9.0,1.0,0.0,N/a,N/a,33.0,79.0,2.0,2.0,0.0,2.0,1.0,42.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,100.0,67
Ben Johnson,eng ENG,Ipswich Town,"DF,FW",25-093,22.0,14.0,1348.0,1.0,2.0,5.0,1.0,1.1,1.3,16.0,26.0,34.0,0.07,0.13,0.07,0.09,N/a,N/a,N/a,N/a,42.9,0.2,0.14,12.6,414.0,71.5,4812.0,86.2,74.8,12.0,21.0,3.0,2.0,26.0,23.0,1.54,5.0,0.33,38.0,22.0,41.0,18.0,22.0,5.0,17.0,13.0,622.0,60.0,245.0,218.0,162.0,12.0,24.0,33.3,58.3,259.0,593.0,16.0,12.0,3.0,22.0,17.0,290.0,34.0,27.0,6.0,1.0,37.0,57.0,19.0,51.4,72
Ben Mee,eng ENG,Brentford,DF,35-218,7.0,2.0,183.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,120.0,77.5,1751.0,89.5,85.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,3.0,3.0,0.0,4.0,138.0,18.0,66.0,62.0,11.0,3.0,0.0,N/a,N/a,78.0,274.0,3.0,1.0,1.0,0.0,0.0,86.0,2.0,5.0,0.0,0.0,0.0,11.0,5.0,50.0,67
Ben White,eng ENG,Arsenal,DF,27-201,13.0,9.0,856.0,0.0,1.0,2.0,0.0,0.4,0.8,10.0,42.0,27.0,0.0,0.11,0.04,0.09,N/a,N/a,N/a,N/a,14.3,0.11,0.0,19.1,502.0,83.9,6823.0,92.4,84.9,7.0,37.0,8.0,1.0,42.0,15.0,1.58,1.0,0.11,12.0,8.0,24.0,3.0,9.0,7.0,2.0,12.0,585.0,44.0,167.0,263.0,159.0,19.0,3.0,0.0,66.7,279.0,559.0,10.0,10.0,3.0,8.0,4.0,359.0,27.0,8.0,4.0,1.0,10.0,24.0,11.0,78.6,72
Benoît Badiashile,fr FRA,Chelsea,DF,24-032,5.0,3.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,304.0,89.8,4820.0,93.3,93.8,0.0,37.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,2.0,2.0,2.0,0.0,6.0,336.0,31.0,138.0,186.0,13.0,0.0,1.0,0.0,100.0,177.0,340.0,3.0,5.0,0.0,1.0,0.0,247.0,2.0,6.0,2.0,0.0,0.0,18.0,8.0,80.0,69
Bernardo Silva,pt POR,Manchester City,"MF,FW",30-260,29.0,25.0,2311.0,3.0,4.0,7.0,0.0,3.2,4.2,92.0,109.0,180.0,0.12,0.16,0.13,0.17,N/a,N/a,N/a,N/a,35.7,0.39,0.11,12.9,1477.0,86.9,19677.0,91.9,88.7,44.0,70.0,30.0,7.0,109.0,79.0,3.08,8.0,0.31,49.0,32.0,49.0,10.0,30.0,7.0,23.0,19.0,1705.0,42.0,298.0,675.0,749.0,127.0,55.0,45.5,41.8,1068.0,3501.0,92.0,59.0,30.0,21.0,31.0,1261.0,180.0,25.0,27.0,3.0,50.0,90.0,5.0,33.3,72
Bernd Leno,de GER,Fulham,GK,33-054,34.0,34.0,3060.0,0.0,1.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.35,68.3,14.7,0.0,N/a,0.0,N/a,N/a,1269.0,81.2,25098.0,99.5,98.9,2.0,15.0,2.0,0.0,0.0,5.0,0.15,2.0,0.06,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1328.0,1066.0,1318.0,10.0,0.0,0.0,0.0,N/a,N/a,879.0,1987.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,0.0,3.0,0.0,0.0,47.0,9.0,100.0,71
Beto,gw GNB,Everton,FW,27-086,26.0,11.0,1192.0,6.0,0.0,2.0,0.0,6.1,0.8,12.0,9.0,62.0,0.45,0.0,0.46,0.06,N/a,N/a,N/a,N/a,51.4,1.36,0.17,13.6,205.0,56.6,1593.0,68.0,48.5,8.0,5.0,3.0,1.0,9.0,17.0,1.28,0.0,0.0,13.0,6.0,8.0,86.0,7.0,1.0,6.0,3.0,403.0,21.0,41.0,182.0,185.0,65.0,32.0,53.1,43.8,210.0,387.0,12.0,9.0,9.0,53.0,32.0,291.0,62.0,29.0,18.0,14.0,3.0,29.0,74.0,46.3,72
Bilal El Khannouss,ma MAR,Leicester City,MF,20-352,29.0,24.0,1920.0,2.0,2.0,4.0,0.0,0.9,3.3,62.0,117.0,78.0,0.09,0.09,0.04,0.15,N/a,N/a,N/a,N/a,26.1,0.28,0.09,22.8,948.0,75.2,12707.0,86.0,80.6,31.0,81.0,27.0,5.0,117.0,59.0,2.77,4.0,0.19,46.0,26.0,28.0,19.0,19.0,4.0,15.0,6.0,1125.0,16.0,162.0,584.0,391.0,27.0,46.0,58.7,37.0,646.0,1794.0,62.0,38.0,9.0,35.0,34.0,752.0,78.0,27.0,9.0,1.0,78.0,83.0,19.0,50.0,72
Billy Gilmour,sct SCO,Brighton,MF,23-320,2.0,1.0,98.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,11.0,2.0,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,25.5,67.0,86.6,980.0,94.7,81.8,0.0,12.0,2.0,0.0,11.0,3.0,2.76,0.0,0.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,73.0,2.0,14.0,46.0,13.0,0.0,2.0,50.0,50.0,44.0,117.0,2.0,0.0,0.0,0.0,0.0,58.0,2.0,2.0,3.0,0.0,1.0,5.0,0.0,N/a,71
Bobby De Cordova-Reid,jm JAM,Leicester City,FW,32-084,23.0,9.0,744.0,1.0,2.0,2.0,0.0,0.8,1.2,13.0,15.0,47.0,0.12,0.24,0.09,0.15,N/a,N/a,N/a,N/a,42.9,0.36,0.14,25.8,206.0,70.4,1890.0,81.7,73.6,6.0,9.0,5.0,0.0,15.0,13.0,1.57,3.0,0.36,9.0,4.0,14.0,14.0,6.0,1.0,5.0,0.0,272.0,15.0,49.0,114.0,109.0,15.0,10.0,0.0,80.0,173.0,368.0,13.0,4.0,5.0,11.0,10.0,188.0,47.0,9.0,9.0,4.0,15.0,29.0,6.0,30.0,72
Boubacar Kamara,fr FRA,Aston Villa,MF,25-155,22.0,16.0,1373.0,0.0,0.0,2.0,0.0,0.4,0.9,16.0,72.0,5.0,0.0,0.0,0.02,0.06,N/a,N/a,N/a,N/a,14.3,0.07,0.0,21.1,756.0,89.2,10544.0,93.5,91.4,10.0,77.0,8.0,0.0,72.0,24.0,1.57,2.0,0.13,46.0,19.0,51.0,21.0,17.0,7.0,10.0,16.0,911.0,88.0,288.0,520.0,109.0,8.0,22.0,36.4,31.8,467.0,1082.0,16.0,11.0,1.0,9.0,11.0,610.0,5.0,23.0,26.0,0.0,1.0,67.0,16.0,43.2,72
Boubakary Soumaré,fr FRA,Leicester City,MF,26-059,27.0,23.0,1953.0,0.0,0.0,8.0,0.0,0.3,0.4,31.0,94.0,21.0,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,23.4,1132.0,86.7,14896.0,92.1,87.4,11.0,90.0,13.0,2.0,94.0,34.0,1.57,3.0,0.14,33.0,18.0,30.0,9.0,19.0,7.0,12.0,24.0,1318.0,62.0,348.0,833.0,150.0,17.0,44.0,61.4,29.5,786.0,1883.0,31.0,16.0,3.0,20.0,21.0,925.0,21.0,21.0,21.0,0.0,8.0,130.0,19.0,67.9,72
Brajan Gruda,de GER,Brighton,"FW,MF",20-331,17.0,6.0,507.0,0.0,3.0,0.0,0.0,0.4,1.3,15.0,17.0,47.0,0.0,0.53,0.07,0.23,N/a,N/a,N/a,N/a,50.0,0.36,0.0,16.8,188.0,73.4,1853.0,82.4,71.7,14.0,7.0,10.0,1.0,17.0,26.0,4.61,4.0,0.71,14.0,6.0,14.0,4.0,8.0,0.0,8.0,2.0,259.0,4.0,32.0,89.0,141.0,33.0,23.0,39.1,43.5,151.0,460.0,15.0,16.0,10.0,9.0,20.0,170.0,47.0,6.0,9.0,1.0,17.0,19.0,3.0,42.9,72
Brennan Johnson,wls WAL,Tottenham,FW,23-339,30.0,22.0,1993.0,11.0,3.0,5.0,0.0,9.8,2.3,57.0,68.0,192.0,0.5,0.14,0.44,0.1,N/a,N/a,N/a,N/a,37.7,0.9,0.21,11.4,605.0,71.6,5707.0,81.1,75.3,19.0,25.0,34.0,6.0,68.0,46.0,2.08,7.0,0.32,39.0,26.0,31.0,20.0,22.0,3.0,19.0,4.0,807.0,16.0,88.0,272.0,459.0,120.0,42.0,45.2,47.6,519.0,1394.0,57.0,20.0,32.0,24.0,16.0,598.0,192.0,25.0,24.0,9.0,51.0,58.0,7.0,25.9,72
Bruno Fernandes,pt POR,Manchester Utd,MF,30-231,32.0,31.0,2668.0,8.0,9.0,4.0,2.0,9.4,6.8,62.0,264.0,114.0,0.27,0.3,0.32,0.23,N/a,N/a,N/a,N/a,30.0,0.81,0.06,21.7,1944.0,75.2,25699.0,86.7,80.2,77.0,171.0,63.0,9.0,264.0,157.0,5.3,12.0,0.4,73.0,44.0,75.0,27.0,30.0,4.0,26.0,25.0,2297.0,59.0,385.0,1086.0,848.0,70.0,64.0,42.2,48.4,1331.0,3256.0,62.0,58.0,11.0,35.0,37.0,1605.0,114.0,26.0,37.0,2.0,164.0,187.0,20.0,42.6,72
Bruno Guimarães,br BRA,Newcastle Utd,MF,27-162,34.0,34.0,2912.0,4.0,6.0,6.0,0.0,3.8,5.6,53.0,241.0,79.0,0.12,0.19,0.12,0.17,N/a,N/a,N/a,N/a,23.7,0.28,0.11,16.3,1587.0,82.1,21479.0,90.7,87.5,45.0,158.0,67.0,6.0,241.0,119.0,3.68,17.0,0.53,71.0,41.0,61.0,16.0,33.0,9.0,24.0,27.0,1963.0,74.0,396.0,1011.0,577.0,71.0,71.0,47.9,29.6,1274.0,3047.0,53.0,39.0,11.0,51.0,73.0,1474.0,79.0,54.0,99.0,2.0,24.0,161.0,17.0,51.5,72
Bryan Mbeumo,cm CMR,Brentford,FW,25-263,33.0,33.0,2964.0,18.0,6.0,2.0,0.0,10.6,7.8,110.0,125.0,300.0,0.55,0.18,0.32,0.24,N/a,N/a,N/a,N/a,45.5,0.91,0.2,17.7,1134.0,67.3,12187.0,79.7,72.8,63.0,52.0,55.0,16.0,125.0,129.0,3.92,17.0,0.52,41.0,26.0,29.0,68.0,21.0,3.0,18.0,14.0,1523.0,47.0,216.0,483.0,851.0,137.0,93.0,45.2,41.9,924.0,3035.0,110.0,61.0,64.0,87.0,38.0,1034.0,300.0,22.0,40.0,11.0,171.0,137.0,31.0,31.3,72
Bukayo Saka,eng ENG,Arsenal,"FW,MF",23-234,21.0,17.0,1454.0,6.0,10.0,3.0,0.0,5.9,6.7,79.0,61.0,222.0,0.37,0.62,0.36,0.42,N/a,N/a,N/a,N/a,35.2,1.18,0.09,15.9,626.0,75.1,7266.0,90.0,72.4,49.0,13.0,32.0,10.0,61.0,100.0,6.19,22.0,1.36,23.0,13.0,20.0,19.0,19.0,0.0,19.0,2.0,840.0,6.0,46.0,180.0,621.0,139.0,83.0,44.6,41.0,535.0,2065.0,79.0,27.0,43.0,28.0,37.0,610.0,222.0,13.0,35.0,5.0,109.0,61.0,8.0,29.6,72
Caleb Okoli,it ITA,Leicester City,DF,23-288,18.0,12.0,1124.0,1.0,0.0,4.0,0.0,0.6,0.0,3.0,32.0,2.0,0.08,0.0,0.05,0.0,N/a,N/a,N/a,N/a,50.0,0.16,0.25,13.5,646.0,86.4,9738.0,91.3,91.0,0.0,21.0,1.0,0.0,32.0,4.0,0.32,0.0,0.0,25.0,14.0,18.0,21.0,24.0,14.0,10.0,15.0,804.0,152.0,450.0,324.0,35.0,10.0,0.0,N/a,N/a,467.0,1106.0,3.0,6.0,0.0,10.0,2.0,483.0,2.0,16.0,9.0,0.0,1.0,44.0,23.0,52.3,70
Callum Hudson-Odoi,eng ENG,Nott'ham Forest,"FW,MF",24-171,28.0,24.0,2107.0,5.0,2.0,2.0,0.0,2.5,2.7,126.0,66.0,186.0,0.21,0.09,0.11,0.11,N/a,N/a,N/a,N/a,45.9,0.73,0.14,18.3,804.0,82.1,9651.0,92.0,81.9,44.0,35.0,30.0,10.0,66.0,94.0,4.02,11.0,0.47,20.0,14.0,16.0,10.0,11.0,0.0,11.0,13.0,988.0,14.0,107.0,316.0,590.0,72.0,62.0,58.1,29.0,617.0,3301.0,126.0,61.0,45.0,44.0,23.0,751.0,186.0,12.0,21.0,8.0,74.0,90.0,3.0,23.1,72
Callum Wilson,eng ENG,Newcastle Utd,FW,33-059,14.0,1.0,268.0,0.0,0.0,1.0,0.0,0.3,0.1,5.0,3.0,11.0,0.0,0.0,0.11,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,15.0,39.0,69.2,381.0,76.5,80.0,1.0,1.0,0.0,0.0,3.0,6.0,2.01,0.0,0.0,2.0,2.0,2.0,12.0,2.0,0.0,2.0,1.0,71.0,1.0,5.0,41.0,28.0,15.0,5.0,20.0,40.0,36.0,92.0,5.0,4.0,5.0,11.0,8.0,42.0,11.0,2.0,1.0,3.0,1.0,10.0,2.0,14.3,72
Calvin Bassey,ng NGA,Fulham,DF,25-117,32.0,31.0,2804.0,1.0,0.0,6.0,0.0,1.0,0.1,34.0,104.0,13.0,0.03,0.0,0.03,0.0,N/a,N/a,N/a,N/a,28.6,0.13,0.07,15.4,1963.0,89.6,30956.0,94.9,94.0,2.0,135.0,2.0,0.0,104.0,22.0,0.71,3.0,0.1,51.0,32.0,28.0,31.0,37.0,17.0,20.0,18.0,2244.0,294.0,1099.0,1050.0,119.0,17.0,29.0,44.8,34.5,1443.0,4328.0,34.0,16.0,4.0,32.0,8.0,1558.0,13.0,24.0,30.0,2.0,6.0,155.0,40.0,56.3,72
