Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count
Nélson Semedo,pt POR,Wolves,DF,31-162,30.0,29.0,2576.0,0.0,4.0,7.0,0.0,0.8,2.7,61.0,68.0,107.0,0.0,0.14,0.03,0.1,N/a,N/a,N/a,N/a,40.0,0.21,0.0,24.2,1200.0,80.1,14664.0,90.9,82.8,21.0,62.0,25.0,11.0,68.0,51.0,1.78,6.0,0.21,55.0,31.0,49.0,40.0,27.0,10.0,17.0,22.0,1520.0,113.0,433.0,694.0,411.0,23.0,62.0,45.2,41.9,780.0,2306.0,61.0,36.0,9.0,37.0,19.0,872.0,107.0,43.0,27.0,3.0,57.0,116.0,27.0,40.3,72
Odsonne Édouard,fr FRA,Crystal Palace,"MF,FW",27-101,2.0,1.0,115.0,0.0,0.0,0.0,0.0,0.4,0.0,2.0,4.0,7.0,0.0,0.0,0.31,0.04,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,8.0,75.0,59.0,75.0,100.0,1.0,0.0,0.0,0.0,1.0,2.0,6.21,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,2.0,7.0,11.0,6.0,2.0,50.0,50.0,11.0,2.0,0.0,0.0,1.0,7.0,2.0,13.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,50.0,69
Ola Aina,ng NGA,Nott'ham Forest,DF,28-201,30.0,30.0,2569.0,2.0,1.0,2.0,0.0,0.6,0.7,54.0,91.0,52.0,0.07,0.04,0.02,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.22,24.8,1145.0,73.3,12948.0,88.1,72.8,11.0,78.0,15.0,7.0,91.0,50.0,1.75,3.0,0.11,53.0,40.0,58.0,18.0,32.0,12.0,20.0,30.0,1462.0,138.0,539.0,610.0,338.0,21.0,64.0,45.3,37.5,629.0,2328.0,54.0,35.0,10.0,39.0,21.0,691.0,52.0,21.0,32.0,2.0,42.0,160.0,12.0,40.0,72
Oleksandr Zinchenko,ua UKR,Arsenal,"DF,MF",28-133,12.0,4.0,450.0,0.0,1.0,1.0,0.0,0.3,0.1,10.0,35.0,12.0,0.0,0.2,0.05,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.0,18.0,364.0,83.0,4814.0,92.4,86.0,2.0,24.0,7.0,1.0,35.0,15.0,3.0,2.0,0.4,4.0,1.0,7.0,11.0,5.0,0.0,5.0,4.0,396.0,13.0,74.0,200.0,123.0,18.0,3.0,66.7,0.0,227.0,492.0,10.0,5.0,3.0,3.0,4.0,277.0,12.0,8.0,3.0,1.0,10.0,16.0,11.0,50.0,72
Oliver Scarles,eng ENG,West Ham,DF,19-136,14.0,6.0,594.0,0.0,0.0,1.0,0.0,0.1,0.0,11.0,21.0,39.0,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,20.2,333.0,78.1,3880.0,88.7,83.5,1.0,9.0,5.0,1.0,21.0,5.0,0.76,0.0,0.0,17.0,11.0,21.0,5.0,14.0,2.0,12.0,10.0,420.0,27.0,140.0,166.0,118.0,7.0,6.0,16.7,83.3,190.0,445.0,11.0,9.0,1.0,10.0,3.0,243.0,39.0,4.0,3.0,1.0,13.0,33.0,5.0,50.0,72
Oliver Skipp,eng ENG,Leicester City,MF,24-223,20.0,7.0,907.0,0.0,0.0,7.0,0.0,0.1,0.3,15.0,29.0,18.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,25.0,0.1,0.0,21.8,412.0,84.5,5290.0,88.2,93.0,9.0,28.0,4.0,0.0,29.0,14.0,1.39,0.0,0.0,17.0,4.0,14.0,5.0,15.0,3.0,12.0,9.0,499.0,23.0,109.0,314.0,80.0,7.0,11.0,54.5,45.5,290.0,564.0,15.0,7.0,3.0,11.0,5.0,346.0,18.0,17.0,13.0,0.0,4.0,37.0,10.0,66.7,72
Ollie Watkins,eng ENG,Aston Villa,FW,29-118,34.0,27.0,2263.0,15.0,7.0,2.0,0.0,14.5,2.9,50.0,28.0,143.0,0.6,0.28,0.58,0.12,N/a,N/a,N/a,N/a,42.1,1.27,0.17,12.2,376.0,73.7,3489.0,78.8,81.1,22.0,11.0,11.0,0.0,28.0,50.0,1.99,11.0,0.44,9.0,6.0,11.0,61.0,11.0,3.0,8.0,7.0,620.0,17.0,46.0,223.0,360.0,153.0,38.0,23.7,65.8,363.0,1022.0,50.0,21.0,35.0,51.0,44.0,486.0,143.0,27.0,29.0,12.0,7.0,39.0,46.0,43.0,72
Omar Marmoush,eg EGY,Manchester City,"FW,MF",26-079,12.0,11.0,916.0,6.0,0.0,0.0,0.0,4.7,1.7,20.0,26.0,63.0,0.59,0.0,0.46,0.17,N/a,N/a,N/a,N/a,44.4,1.57,0.17,18.1,245.0,78.4,2647.0,84.6,79.7,13.0,8.0,22.0,4.0,26.0,33.0,3.24,1.0,0.1,11.0,6.0,14.0,8.0,14.0,1.0,13.0,5.0,389.0,2.0,27.0,114.0,253.0,52.0,35.0,40.0,48.6,249.0,730.0,20.0,14.0,11.0,34.0,13.0,282.0,63.0,13.0,17.0,9.0,25.0,29.0,5.0,38.5,72
Omari Hutchinson,eng ENG,Ipswich Town,"MF,FW",21-179,27.0,26.0,2223.0,3.0,2.0,5.0,0.0,2.3,2.5,71.0,69.0,131.0,0.12,0.08,0.09,0.1,N/a,N/a,N/a,N/a,44.4,0.65,0.08,20.8,742.0,78.3,9129.0,88.2,84.6,23.0,43.0,20.0,9.0,69.0,64.0,2.59,6.0,0.24,30.0,11.0,45.0,22.0,24.0,1.0,23.0,10.0,1061.0,12.0,168.0,450.0,463.0,74.0,114.0,39.5,47.4,645.0,2288.0,71.0,35.0,30.0,68.0,55.0,748.0,131.0,28.0,36.0,4.0,56.0,90.0,6.0,21.4,72
Orel Mangala,be BEL,Everton,MF,27-040,19.0,14.0,1261.0,1.0,0.0,2.0,0.0,1.1,0.6,6.0,34.0,19.0,0.07,0.0,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.43,0.06,22.1,490.0,89.2,6998.0,90.5,94.9,8.0,50.0,8.0,1.0,34.0,24.0,1.72,1.0,0.07,16.0,8.0,8.0,8.0,8.0,3.0,5.0,21.0,621.0,22.0,133.0,335.0,157.0,13.0,24.0,58.3,37.5,298.0,576.0,6.0,6.0,3.0,12.0,12.0,406.0,19.0,24.0,17.0,2.0,6.0,49.0,6.0,42.9,72
Pablo Sarabia,es ESP,Wolves,"MF,FW",32-351,20.0,6.0,690.0,3.0,2.0,3.0,0.0,2.8,1.6,12.0,48.0,51.0,0.39,0.26,0.37,0.21,N/a,N/a,N/a,N/a,47.1,1.04,0.18,18.9,356.0,69.7,4292.0,86.2,76.6,13.0,33.0,17.0,2.0,48.0,25.0,3.26,4.0,0.52,14.0,7.0,14.0,12.0,8.0,0.0,8.0,4.0,444.0,4.0,52.0,214.0,181.0,23.0,12.0,50.0,33.3,260.0,581.0,12.0,14.0,0.0,16.0,11.0,308.0,51.0,14.0,14.0,5.0,39.0,29.0,4.0,25.0,72
Pape Matar Sarr,sn SEN,Tottenham,MF,22-225,31.0,18.0,1591.0,3.0,2.0,6.0,0.0,3.3,1.5,29.0,79.0,50.0,0.17,0.11,0.18,0.09,N/a,N/a,N/a,N/a,40.0,0.68,0.1,21.4,926.0,87.3,12484.0,91.2,90.3,14.0,82.0,10.0,2.0,79.0,40.0,2.26,6.0,0.34,42.0,30.0,22.0,36.0,21.0,7.0,14.0,24.0,1110.0,32.0,231.0,623.0,274.0,26.0,25.0,44.0,48.0,713.0,1736.0,29.0,31.0,5.0,25.0,21.0,798.0,50.0,27.0,30.0,2.0,13.0,104.0,23.0,39.0,72
Patrick Dorgu,dk DEN,Manchester Utd,DF,20-183,7.0,6.0,496.0,0.0,0.0,2.0,1.0,0.4,0.4,21.0,20.0,44.0,0.0,0.0,0.07,0.08,N/a,N/a,N/a,N/a,22.2,0.36,0.0,16.2,284.0,80.6,3162.0,89.3,74.4,6.0,14.0,6.0,2.0,20.0,11.0,2.0,1.0,0.18,21.0,15.0,17.0,4.0,8.0,0.0,8.0,1.0,351.0,11.0,99.0,118.0,136.0,20.0,5.0,40.0,40.0,199.0,719.0,21.0,10.0,3.0,8.0,7.0,224.0,44.0,10.0,15.0,3.0,23.0,24.0,10.0,71.4,72
Patson Daka,zm ZAM,Leicester City,"FW,MF",26-200,20.0,5.0,647.0,1.0,0.0,0.0,0.0,1.3,0.1,9.0,8.0,33.0,0.14,0.0,0.17,0.01,N/a,N/a,N/a,N/a,26.7,0.56,0.07,14.8,139.0,71.9,1396.0,80.3,72.1,1.0,6.0,1.0,0.0,8.0,10.0,1.39,1.0,0.14,17.0,9.0,17.0,27.0,7.0,1.0,6.0,1.0,234.0,8.0,38.0,108.0,92.0,27.0,15.0,13.3,66.7,132.0,280.0,9.0,6.0,4.0,18.0,10.0,156.0,33.0,11.0,16.0,3.0,3.0,17.0,10.0,27.0,72
Pau Torres,es ESP,Aston Villa,DF,28-101,20.0,20.0,1729.0,0.0,0.0,1.0,0.0,0.5,0.1,33.0,74.0,4.0,0.0,0.0,0.03,0.0,N/a,N/a,N/a,N/a,25.0,0.1,0.0,11.7,1169.0,88.3,17916.0,94.7,93.1,2.0,93.0,7.0,0.0,74.0,12.0,0.62,2.0,0.1,20.0,14.0,15.0,22.0,14.0,10.0,4.0,9.0,1293.0,209.0,626.0,595.0,78.0,15.0,17.0,88.2,11.8,803.0,3503.0,33.0,20.0,0.0,3.0,3.0,923.0,4.0,6.0,7.0,0.0,1.0,53.0,16.0,42.1,72
Paul Onuachu,ng NGA,Southampton,FW,30-334,23.0,11.0,984.0,4.0,1.0,4.0,0.0,3.3,0.5,7.0,12.0,39.0,0.37,0.09,0.3,0.04,N/a,N/a,N/a,N/a,43.8,1.28,0.13,10.4,246.0,61.4,2135.0,63.8,61.3,8.0,13.0,2.0,0.0,12.0,9.0,0.82,1.0,0.09,7.0,2.0,7.0,54.0,6.0,1.0,5.0,1.0,410.0,15.0,41.0,220.0,152.0,60.0,25.0,28.0,56.0,198.0,237.0,7.0,5.0,2.0,46.0,33.0,336.0,39.0,26.0,15.0,9.0,0.0,17.0,88.0,62.0,72
Pedro Neto,pt POR,Chelsea,FW,25-049,31.0,20.0,1923.0,4.0,4.0,8.0,0.0,2.8,5.4,110.0,56.0,220.0,0.19,0.19,0.13,0.25,N/a,N/a,N/a,N/a,31.4,0.75,0.08,18.9,787.0,78.5,10072.0,92.8,81.3,42.0,28.0,33.0,21.0,56.0,83.0,3.88,7.0,0.33,21.0,9.0,18.0,26.0,12.0,2.0,10.0,8.0,1008.0,11.0,87.0,295.0,642.0,102.0,91.0,31.9,44.0,656.0,2845.0,110.0,51.0,38.0,39.0,24.0,734.0,220.0,18.0,29.0,3.0,131.0,70.0,10.0,27.8,72
Pedro Porro,es ESP,Tottenham,DF,25-226,31.0,26.0,2463.0,2.0,6.0,4.0,0.0,1.5,4.0,63.0,147.0,106.0,0.07,0.22,0.06,0.15,N/a,N/a,N/a,N/a,21.6,0.29,0.05,23.1,1802.0,73.5,23083.0,87.5,79.3,54.0,120.0,55.0,26.0,147.0,104.0,3.8,8.0,0.29,63.0,46.0,73.0,22.0,44.0,17.0,27.0,34.0,2131.0,124.0,623.0,772.0,749.0,30.0,39.0,33.3,61.5,1132.0,2677.0,63.0,40.0,5.0,23.0,17.0,1229.0,106.0,24.0,30.0,1.0,191.0,148.0,11.0,33.3,72
Pervis Estupiñán,ec ECU,Brighton,DF,27-096,27.0,23.0,2132.0,1.0,1.0,5.0,0.0,1.0,2.1,55.0,113.0,105.0,0.04,0.04,0.04,0.09,N/a,N/a,N/a,N/a,31.8,0.3,0.05,25.0,1444.0,83.3,18369.0,93.4,83.3,24.0,93.0,31.0,18.0,113.0,51.0,2.15,4.0,0.17,54.0,36.0,44.0,26.0,16.0,2.0,14.0,30.0,1700.0,69.0,424.0,842.0,451.0,29.0,29.0,51.7,44.8,905.0,2321.0,55.0,54.0,9.0,30.0,25.0,1034.0,105.0,33.0,16.0,3.0,111.0,135.0,41.0,61.2,72
Phil Foden,eng ENG,Manchester City,"MF,FW",24-334,25.0,19.0,1686.0,7.0,2.0,2.0,0.0,5.1,4.7,47.0,95.0,119.0,0.37,0.11,0.27,0.25,N/a,N/a,N/a,N/a,30.8,0.85,0.13,18.5,883.0,84.0,11563.0,90.6,89.2,42.0,40.0,35.0,5.0,95.0,84.0,4.48,9.0,0.48,12.0,5.0,17.0,8.0,12.0,1.0,11.0,9.0,1074.0,13.0,81.0,374.0,628.0,79.0,39.0,33.3,53.8,676.0,1674.0,47.0,30.0,15.0,35.0,30.0,840.0,119.0,5.0,31.0,3.0,73.0,58.0,3.0,27.3,72
Philip Billing,dk DEN,Bournemouth,MF,28-320,10.0,1.0,184.0,0.0,0.0,1.0,0.0,0.6,1.1,3.0,15.0,13.0,0.0,0.0,0.28,0.54,N/a,N/a,N/a,N/a,20.0,0.49,0.0,17.9,102.0,68.6,1023.0,84.3,70.4,9.0,9.0,7.0,2.0,15.0,16.0,7.83,0.0,0.0,14.0,5.0,4.0,4.0,3.0,0.0,3.0,5.0,148.0,5.0,20.0,72.0,57.0,12.0,3.0,33.3,0.0,58.0,163.0,3.0,1.0,1.0,7.0,4.0,75.0,13.0,3.0,2.0,0.0,10.0,14.0,6.0,60.0,72
Radu Drăgușin,ro ROU,Tottenham,DF,23-083,16.0,14.0,1252.0,0.0,0.0,1.0,0.0,0.1,0.4,7.0,37.0,2.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,20.0,0.07,0.0,12.7,840.0,85.2,13638.0,91.0,93.0,4.0,52.0,2.0,1.0,37.0,8.0,0.58,1.0,0.07,10.0,6.0,12.0,22.0,22.0,16.0,6.0,15.0,961.0,148.0,510.0,430.0,30.0,12.0,2.0,0.0,0.0,623.0,1666.0,7.0,3.0,0.0,8.0,2.0,669.0,2.0,6.0,10.0,0.0,1.0,48.0,33.0,60.0,72
Raheem Sterling,eng ENG,Arsenal,"FW,MF",30-140,15.0,6.0,432.0,0.0,2.0,1.0,0.0,1.3,0.5,25.0,17.0,71.0,0.0,0.42,0.27,0.1,N/a,N/a,N/a,N/a,0.0,0.0,0.0,15.0,179.0,77.1,1762.0,86.7,74.5,8.0,4.0,9.0,2.0,17.0,18.0,3.75,3.0,0.62,8.0,4.0,8.0,3.0,3.0,0.0,3.0,1.0,241.0,2.0,8.0,51.0,185.0,35.0,23.0,39.1,34.8,172.0,681.0,25.0,9.0,15.0,11.0,14.0,183.0,71.0,12.0,3.0,4.0,14.0,13.0,1.0,25.0,72
Ramón Sosa,py PAR,Nott'ham Forest,"FW,MF",25-239,17.0,1.0,264.0,1.0,0.0,1.0,0.0,0.9,0.5,12.0,4.0,15.0,0.34,0.0,0.32,0.17,N/a,N/a,N/a,N/a,50.0,1.7,0.1,18.9,91.0,67.0,955.0,68.2,66.7,8.0,2.0,5.0,3.0,4.0,14.0,4.74,0.0,0.0,5.0,3.0,4.0,7.0,7.0,0.0,7.0,3.0,137.0,5.0,32.0,40.0,70.0,13.0,11.0,72.7,27.3,68.0,320.0,12.0,7.0,5.0,5.0,5.0,74.0,15.0,6.0,8.0,3.0,8.0,20.0,4.0,36.4,72
Rasmus Højlund,dk DEN,Manchester Utd,FW,22-082,28.0,19.0,1654.0,3.0,0.0,2.0,0.0,3.4,1.2,26.0,16.0,82.0,0.16,0.0,0.18,0.06,N/a,N/a,N/a,N/a,37.5,0.49,0.13,13.1,272.0,77.2,2255.0,83.4,73.5,13.0,12.0,5.0,1.0,16.0,30.0,1.63,1.0,0.05,3.0,1.0,4.0,79.0,4.0,0.0,4.0,1.0,422.0,5.0,28.0,211.0,190.0,56.0,28.0,28.6,64.3,263.0,619.0,26.0,13.0,16.0,56.0,27.0,335.0,82.0,15.0,25.0,10.0,6.0,28.0,21.0,21.0,72
Rayan Aït-Nouri,dz ALG,Wolves,DF,23-325,33.0,33.0,2775.0,4.0,7.0,7.0,1.0,2.4,4.7,74.0,96.0,156.0,0.13,0.23,0.08,0.15,N/a,N/a,N/a,N/a,25.0,0.26,0.13,15.0,1524.0,83.9,17616.0,93.3,86.3,36.0,66.0,27.0,9.0,96.0,75.0,2.43,12.0,0.39,81.0,51.0,66.0,28.0,40.0,6.0,34.0,22.0,1895.0,85.0,518.0,808.0,592.0,82.0,111.0,48.6,38.7,977.0,2762.0,74.0,53.0,23.0,40.0,42.0,1154.0,156.0,28.0,38.0,5.0,83.0,131.0,20.0,41.7,72
Raúl Jiménez,mx MEX,Fulham,FW,33-357,34.0,26.0,2134.0,10.0,3.0,4.0,0.0,11.1,2.9,31.0,55.0,117.0,0.42,0.13,0.47,0.12,N/a,N/a,N/a,N/a,32.5,1.14,0.08,14.2,573.0,71.4,6193.0,81.2,74.5,17.0,34.0,10.0,3.0,55.0,54.0,2.28,6.0,0.25,28.0,18.0,18.0,83.0,19.0,5.0,14.0,9.0,884.0,30.0,106.0,377.0,414.0,148.0,45.0,40.0,53.3,495.0,966.0,31.0,20.0,16.0,61.0,41.0,651.0,117.0,35.0,36.0,14.0,20.0,70.0,72.0,46.5,72
Reece James,eng ENG,Chelsea,"DF,MF",25-140,15.0,10.0,835.0,1.0,0.0,1.0,0.0,0.3,0.5,6.0,51.0,9.0,0.11,0.0,0.03,0.06,N/a,N/a,N/a,N/a,37.5,0.32,0.13,23.2,677.0,84.5,10299.0,94.3,88.9,10.0,72.0,5.0,1.0,51.0,15.0,1.62,1.0,0.11,9.0,9.0,9.0,6.0,12.0,4.0,8.0,12.0,759.0,32.0,213.0,423.0,128.0,4.0,16.0,37.5,37.5,397.0,728.0,6.0,4.0,0.0,6.0,5.0,480.0,9.0,6.0,10.0,0.0,38.0,53.0,21.0,77.8,72
Reiss Nelson,eng ENG,Fulham,FW,25-138,11.0,5.0,487.0,1.0,1.0,1.0,0.0,1.1,1.0,45.0,35.0,63.0,0.18,0.18,0.2,0.18,N/a,N/a,N/a,N/a,50.0,1.11,0.08,15.4,268.0,86.6,3429.0,92.5,84.6,13.0,7.0,15.0,3.0,35.0,31.0,5.73,1.0,0.18,8.0,6.0,13.0,4.0,11.0,0.0,11.0,5.0,347.0,5.0,30.0,110.0,212.0,35.0,35.0,37.1,37.1,259.0,960.0,45.0,25.0,21.0,14.0,8.0,274.0,63.0,6.0,9.0,1.0,23.0,29.0,0.0,0.0,72
Renato Veiga,pt POR,Chelsea,"DF,MF",21-272,7.0,1.0,181.0,0.0,0.0,2.0,0.0,0.1,0.0,4.0,7.0,3.0,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,33.3,0.5,0.0,17.1,139.0,84.9,2171.0,88.2,90.2,0.0,6.0,1.0,0.0,7.0,1.0,0.49,0.0,0.0,9.0,6.0,12.0,3.0,3.0,1.0,2.0,1.0,167.0,2.0,61.0,82.0,27.0,3.0,5.0,60.0,40.0,85.0,144.0,4.0,5.0,1.0,1.0,0.0,110.0,3.0,6.0,1.0,1.0,0.0,9.0,3.0,50.0,72
Ricardo Pereira,pt POR,Leicester City,DF,31-203,8.0,4.0,342.0,0.0,0.0,1.0,0.0,0.1,0.0,3.0,14.0,5.0,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.26,0.0,17.0,213.0,82.2,2867.0,86.6,83.3,0.0,18.0,0.0,0.0,14.0,3.0,0.79,0.0,0.0,11.0,6.0,12.0,2.0,6.0,2.0,4.0,2.0,253.0,14.0,76.0,141.0,37.0,5.0,8.0,62.5,25.0,128.0,146.0,3.0,3.0,2.0,2.0,0.0,140.0,5.0,4.0,6.0,0.0,3.0,16.0,4.0,66.7,72
Riccardo Calafiori,it ITA,Arsenal,DF,22-343,17.0,11.0,925.0,2.0,1.0,4.0,0.0,0.9,0.3,21.0,54.0,29.0,0.19,0.1,0.08,0.03,N/a,N/a,N/a,N/a,60.0,0.58,0.2,14.1,526.0,85.4,6549.0,91.6,85.7,6.0,40.0,9.0,1.0,54.0,13.0,1.26,2.0,0.19,26.0,18.0,29.0,13.0,12.0,6.0,6.0,9.0,628.0,30.0,161.0,249.0,222.0,29.0,13.0,69.2,23.1,291.0,839.0,21.0,12.0,3.0,11.0,5.0,377.0,29.0,16.0,6.0,3.0,11.0,30.0,22.0,62.9,72
Richarlison,br BRA,Tottenham,FW,27-352,11.0,3.0,385.0,4.0,1.0,1.0,0.0,3.6,0.9,8.0,10.0,18.0,0.94,0.23,0.83,0.21,N/a,N/a,N/a,N/a,46.7,1.64,0.27,8.4,84.0,64.3,846.0,75.7,57.1,4.0,7.0,4.0,2.0,10.0,8.0,1.87,1.0,0.23,4.0,3.0,1.0,16.0,1.0,1.0,0.0,0.0,142.0,8.0,19.0,67.0,57.0,25.0,13.0,7.7,84.6,69.0,141.0,8.0,8.0,3.0,7.0,7.0,98.0,18.0,6.0,7.0,1.0,7.0,8.0,8.0,33.3,72
Rico Lewis,eng ENG,Manchester City,"DF,MF",20-157,26.0,20.0,1810.0,1.0,2.0,5.0,1.0,1.4,0.3,36.0,103.0,68.0,0.05,0.1,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.1,0.1,15.8,1238.0,92.0,16444.0,94.8,94.2,7.0,92.0,13.0,0.0,103.0,31.0,1.54,3.0,0.15,29.0,19.0,21.0,13.0,27.0,7.0,20.0,13.0,1399.0,51.0,286.0,702.0,426.0,42.0,21.0,42.9,52.4,815.0,2032.0,36.0,38.0,8.0,19.0,19.0,1002.0,68.0,10.0,33.0,0.0,3.0,93.0,5.0,27.8,72
Robert Sánchez,es ESP,Chelsea,GK,27-160,28.0,28.0,2520.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,76.7,28.6,20.0,N/a,0.0,N/a,N/a,1096.0,72.1,18908.0,99.5,96.3,2.0,24.0,1.0,0.0,1.0,7.0,0.25,2.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1163.0,856.0,1152.0,11.0,0.0,0.0,0.0,N/a,N/a,777.0,2394.0,0.0,0.0,0.0,0.0,0.0,724.0,0.0,2.0,4.0,0.0,0.0,41.0,8.0,100.0,71
Robin Olsen,se SWE,Aston Villa,GK,35-109,3.0,1.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.6,100.0,N/a,N/a,0.0,N/a,N/a,76.0,71.1,1466.0,100.0,100.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.0,73.0,82.0,1.0,0.0,0.0,0.0,N/a,N/a,44.0,109.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,N/a,69
Rodrigo Bentancur,uy URU,Tottenham,MF,27-306,23.0,19.0,1518.0,2.0,0.0,7.0,0.0,1.3,0.4,26.0,99.0,34.0,0.12,0.0,0.08,0.03,N/a,N/a,N/a,N/a,22.7,0.3,0.09,17.4,1040.0,88.1,14862.0,91.1,92.7,10.0,107.0,12.0,2.0,99.0,45.0,2.67,3.0,0.18,38.0,20.0,39.0,27.0,24.0,8.0,16.0,36.0,1252.0,70.0,299.0,747.0,215.0,24.0,18.0,44.4,44.4,739.0,1446.0,26.0,23.0,5.0,18.0,19.0,826.0,34.0,31.0,10.0,1.0,4.0,111.0,35.0,56.5,72
Rodrigo Gomes,pt POR,Wolves,"DF,FW",21-294,21.0,6.0,647.0,2.0,0.0,0.0,0.0,0.6,0.9,22.0,24.0,64.0,0.28,0.0,0.08,0.13,N/a,N/a,N/a,N/a,50.0,0.42,0.33,17.3,248.0,66.5,2435.0,78.0,69.4,12.0,10.0,12.0,4.0,24.0,21.0,2.93,0.0,0.0,19.0,12.0,17.0,15.0,8.0,1.0,7.0,5.0,337.0,22.0,81.0,115.0,148.0,26.0,14.0,35.7,42.9,173.0,713.0,22.0,16.0,7.0,15.0,7.0,197.0,64.0,2.0,5.0,0.0,19.0,24.0,6.0,28.6,72
Rodrigo Muniz,br BRA,Fulham,FW,23-358,31.0,8.0,964.0,8.0,1.0,1.0,0.0,5.8,0.7,6.0,27.0,31.0,0.75,0.09,0.54,0.07,N/a,N/a,N/a,N/a,48.7,1.77,0.21,12.0,142.0,64.8,1540.0,67.6,68.9,7.0,13.0,3.0,0.0,27.0,17.0,1.59,2.0,0.19,10.0,5.0,4.0,63.0,9.0,2.0,7.0,5.0,311.0,14.0,27.0,161.0,127.0,55.0,18.0,33.3,50.0,157.0,187.0,6.0,4.0,3.0,47.0,24.0,237.0,31.0,11.0,31.0,3.0,1.0,14.0,67.0,51.5,72
Roméo Lavia,be BEL,Chelsea,MF,21-111,12.0,9.0,607.0,0.0,1.0,4.0,0.0,0.2,0.7,3.0,23.0,6.0,0.0,0.15,0.03,0.11,N/a,N/a,N/a,N/a,0.0,0.0,0.0,16.0,332.0,91.0,5086.0,90.4,94.6,7.0,39.0,3.0,0.0,23.0,13.0,1.93,2.0,0.3,19.0,11.0,16.0,2.0,6.0,0.0,6.0,13.0,387.0,13.0,91.0,242.0,58.0,1.0,13.0,61.5,38.5,229.0,465.0,3.0,8.0,0.0,1.0,7.0,277.0,6.0,12.0,3.0,0.0,0.0,30.0,10.0,83.3,72
Ross Barkley,eng ENG,Aston Villa,MF,31-143,17.0,3.0,563.0,3.0,1.0,3.0,0.0,1.7,0.6,14.0,33.0,9.0,0.48,0.16,0.27,0.1,N/a,N/a,N/a,N/a,33.3,0.8,0.2,14.0,374.0,86.1,5027.0,88.4,91.9,9.0,29.0,6.0,0.0,33.0,17.0,2.72,3.0,0.48,13.0,3.0,13.0,4.0,9.0,3.0,6.0,10.0,438.0,16.0,69.0,260.0,115.0,18.0,10.0,80.0,20.0,259.0,643.0,14.0,13.0,2.0,6.0,8.0,308.0,9.0,8.0,3.0,0.0,1.0,40.0,6.0,60.0,72
Ross Stewart,sct SCO,Southampton,FW,28-290,8.0,2.0,241.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,1.0,6.0,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,12.4,62.0,75.8,667.0,79.3,87.5,0.0,1.0,1.0,0.0,1.0,2.0,0.75,0.0,0.0,3.0,2.0,5.0,13.0,3.0,0.0,3.0,0.0,90.0,7.0,21.0,35.0,34.0,5.0,2.0,50.0,50.0,46.0,61.0,1.0,0.0,1.0,5.0,7.0,67.0,6.0,6.0,5.0,1.0,0.0,2.0,7.0,35.0,72
